row_id,fold,y_true_id,y_pred_id,y_true,y_pred,prob_c1,prob_c234,prob_c5,correct,resp_text,duplicate_group_size,duplicate_num_labels,is_duplicate,is_conflicting_duplicate,experiment_id,threshold_1,threshold_2
39,3,2,2,c5,c5,0.25497246,0.30612212,0.43890542,True," - PRF Kottwitz, - Em serviço na DEL 5 - UOP02 - Nova Petrópolis/RS - Das 08:00hs do dia 15/08/2018 às 01:30 do dia 16/08/2018. Atenciosamente, SIC PRF ",1,1,False,False,ordinal_thresholds_v1,-0.5000691413879395,0.8183680772781372
41,3,2,2,c5,c5,0.32146,0.31760055,0.36093944,True," Prezado Senhor,  A Ouvidoria-Geral da Petrobras, por meio deste SIC, informa que enviará a cópia do contrato solicitado por media digital, uma vez que, considerada a elevada quantidade de dados que a compõe, não será possível realizarmos seu envio por e-mail ou disponibilizar o mesmo no e-SIC.  A cópia solicitada foi fornecida pela Gerência Executiva de Projetos de Refino, Gás e Energia.  Cumpre-nos informar que na hipótese de apresentação de recurso à autoridade hierárquica superior, ele deverá ser dirigido, no prazo de 10 (dez) dias a contar da ciência da presente decisão.  Diante do exposto, considera-se este protocolo encerrado.   A Petrobras novamente agradece a confiança depositada, reafirmando o seu compromisso com a transparência.  Atenciosamente,  Serviço de Informação ao Cidadão (SIC) Ouvidoria-Geral da Petrobras ",1,1,False,False,ordinal_thresholds_v1,-0.5000691413879395,0.8183680772781372
54,3,2,0,c5,c1,0.4511451,0.30322742,0.24562746,False," Senhora Karla, Memorando n° 030/2016/DIGEP, do IFPI, de 07/03/2016 responde seu questionamento. ANEXO. ",1,1,False,False,ordinal_thresholds_v1,-0.5000691413879395,0.8183680772781372
60,3,2,2,c5,c5,0.30891943,0.31663308,0.3744475,True," Ao Sr. Carlos José,       Em atenção a manifestação registrada, informamos resposta da Gerência de Regulação e Outorga da Exploração de Rodovias, através do Despacho 003/2018/GEROR/SUINF.        Enviamos em anexo cópia digital do Despacho, pois devido a tabelas em seu teor, impossibilita a inserção da resposta no sistema. Desta forma, podemos manter a sua integridade.       MIRIAN RAMOS QUEBAUD  Gerente de Regulação e Outorga da Exploração de Rodovias       Por fim, esclarecemos que o cidadão poderá interpor Recurso a Superintendência de Exploração de Infraestrutura Rodoviária, no prazo de até 10 (dez) dias.       Agência Nacional de Transportes Terrestres  ANTT   SCE Sul:: Polo 8:: Projeto Orla   Trecho 03:: Lote 10   Brasília  DF:: CEP: 70200-003   Fone: 166   www.antt.gov.br ",1,1,False,False,ordinal_thresholds_v1,-0.5000691413879395,0.8183680772781372
63,3,1,2,c234,c5,0.19528693,0.2801966,0.52451646,False," Prezadao,Resposta: Documento disponível no link: http://www.sgp.univasf.edu.br/site/images/arquivos/legislacao/carreiratae/QRSTA%20AGOSTO%202019%20SITE1.pdfAtt,Stanley Paz.Departamento de Administração de Pessoas Superintendência de Gestão de Pessoas Fone: 2101 6737 ",1,1,False,False,ordinal_thresholds_v1,-0.5000691413879395,0.8183680772781372
65,3,1,0,c234,c1,0.59455127,0.25113645,0.15431228,False," Prezado(a) Senhor(a)   Esclarecemos que a  Lei de Acesso à  Informação (nº 12.527, de 2011 - LAI) não ampara a formulação de consultas, reclamações e denúncias, bem como pedidos de providências para a Administração Pública Federal ou solicitações de indenizações. Os pedidos devem veicular, nos termos do inciso I do art. 4º da LAI, o acesso a dados públicos processados ou não, que podem ser utilizados para a produção e transmissão de conhecimento, contidos em qualquer meio, suporte ou formato.   O SIC não é o canal para recepção e tratamento de casos concretos analisados/em análise nas unidades de atendimento do INSS.  Reclamações ou pedidos  relacionados à demora na análise de requerimentos devem ser protocoladas junto à ouvidoria (https://www.inss.gov.br/ouvidoria/).     Destacamos   que o SIC não substitui os canais de atendimento do INSS, registrando que  da resposta cabe recurso à Assessoria de Comunicação Social , no prazo de dez dias, nos  termos do artigo 21 do Decreto nº  7.724/2012.   Atenciosamente, Serviço de Informações ao Cidadão  INSS ",1,1,False,False,ordinal_thresholds_v1,-0.5000691413879395,0.8183680772781372
69,3,1,0,c234,c1,0.48084432,0.29510024,0.22405544,False," Prezada sra. Natália,     Após análise do pedido de acesso à informação, protocolizado sob o nº 48700004603201695, informamos que, considerando o grande volume de informações solicitado, com base no artigo 15, §2º, do Decreto 7.724, de 16 de maio de 2012, a solicitante deverá ser comunicada para comparecer ao Escritório Central da ANP, na Avenida Rio Branco, 65, de segunda-feira a sexta-feira, de 8h às 12h ou de 14h às 17h, para que possa realizar consulta à informação ou efetuar reprodução relativa a mesma.  A solicitante deverá se dirigir ao setor administrativo da SFI, no 14º andar, e procurar por Ana, Karla ou Leonardo.  ANÁLISE DE VOLUME:   Os processos licitatórios que originaram os contratos 9051/14, 9057/14 e 9135/09 (?) (16 volumes, +3.000 páginas) Os processo de contratação da empresa remanescente do Pregão 22/2014, que foi firmado após o contrato 9057/2014 (4 volumes, ± 800 páginas) Os processos de pagamento dos contratos 9051/14, (500 páginas) 9057/14, (600 páginas) 9135/14, (34 volumes 2010-2011, 36 volumes 2012, 30 volumes 2013 e 16 volumes 2014, cerca de 22.000 páginas) bem como o processo de pagamento do contrato firmado com a empresa remanescente do Pregão 22/2014 (4.037/15, 8 volumes e 4.038/15, 12 volumes, cerca de 4.000 páginas  TOTAL: 172 volumes de processo, cerca de 29 mil páginas.  PROCESSOS: 48610.003926/2009 (licitação contrato 9.135/09) + 6.000 páginas 48610.005745/2013 (licitação contrato 9.051/14 e 9.057/14) (3.005 páginas) 48610.007989/2015 (rescisão dos contrato 9.051/14 e 9.057/14) (325 páginas)  VOLUMES DE PAGAMENTO: Contrato 9.135/09 48610.003095/2014-75 (2011) (195 páginas) 48610.001838/2014-72 (2012) (507 páginas), 48610.000796/2012-91 (2012) (6.415 páginas), 48610.001853/2014-11 (2012/2013) (92 páginas), 48610.002424/2013-80 (2013) (5.078 páginas) 48610.001845/2014-74 (2013) (347 páginas), 48610.001180/2014-07 (2014) (3.166 páginas).  Contrato 9.057/14 48610.002098/2015-72 (2015) (619 páginas),  Contrato 9.051/14 48610.002101/2015-58 (2015) (400 páginas), 48610.011704/2014-60 (2014) (101 páginas)  Contrato 4.037/15 48610.002440/2016-15 (2015) (1080 páginas), 48610.002566/2016-90 (2016) (1000 páginas).  Contrato 4.038/15 48610.000309/2016-13 (2016) (2406 páginas)  PROCEDIMENTOS RELATIVOS À OBTENÇÃO DE CÓPIAS  O interessado em obter cópias que entender necessárias, deverá providenciar o pagamento prévio das despesas correspondentes (parágrafo único do art. 14 do Decreto nº 2.953/99).  Processo nº: _____________ Quantidade de páginas: _____ Custo da cópia: R$ 0,20 (vinte centavos) por página.  Valor total:_________  Procedimento para geração de GRU  1) Acessar a página da STN, http://www.tesouro.fazenda.gov.br, 2) Clicar em ""GRU - Guia de Recolhimento da União"", no canto direito, próximo ao final da página, 3) Do lado esquerdo da tela que abriu, aproximadamente no meio, clicar na opção ""Impressão - GRU"", 4) Utilizar os seguintes códigos: UG - 323030, Gestão 32205, Código de recolhimento 18855-7. Clicar em avançar. 5) Colocar o número do processo administrativo no campo ""Número de Referência"". Não colocar ponto, barra e hífen, 6) Não é obrigatório preencher os campos ""competência"" e ""vencimento"". Caso o interessado queira preencher esses campos, a competência poderá ser o mês/ano atual e o vencimento a data do pagamento, 7) Preencher o CNPJ e o nome da empresa. 8) Preencher o ""Valor Principal"" conforme o valor informado, lembrando que o custo de cada cópia é de R$ 0,20 centavos. 09) Repetir o valor no campo ""Valor Total"" e clicar em ""Emitir GRU"".   Informações importantes:  - A GRU - Simples só poderá ser recolhida junto ao Banco do Brasil S/A,  - Campos de preenchimento obrigatório: UG, Gestão, Cód. de recolhimento, Nº de referência, CNPJ, Nome, Valor Principal e Valor Total,  - Após o pagamento da GRU favor enviar para o e mail: mresende.ps@anp.gov.br  - Após o recebimento das cópias, é obrigatório o envio de email de confirmação do recebimento, para inclusão nos autos do processo.    Atenciosamente,  Serviço de Informação ao Cidadão - SIC ",1,1,False,False,ordinal_thresholds_v1,-0.5000691413879395,0.8183680772781372
74,3,1,2,c234,c5,0.12710983,0.2253148,0.6475754,False," Prezado Senhor,   O número de cargos vagos em Assistente de Administração, de acordo com o quadro de referencia da Universidade Federal Fluminense (Fevereiro de 2017) é de 59.  Link: http://uff.br/sites/default/files/paginas-internas-orgaos/quadro_de_referencia_dos_cargos_tecnico-administrativos_-_fevereiro_de_2017.pdf  Att.  SIC ",1,1,False,False,ordinal_thresholds_v1,-0.5000691413879395,0.8183680772781372
78,3,1,0,c234,c1,0.3922786,0.31472167,0.2929997,False," Prezado Josimar, boa tarde !   Reportamos ao Decreto abaixo, o qual determina a obrigatoriedade da publicação referente aos quantitativos de lotação dos cargos nos meses de janeiro e julho de cada ano, a saber:  DECRETO Nº 7.311, DE 22 DE SETEMBRO DE 2010.    Dispõe sobre os quantitativos de lotação dos cargos dos níveis de classificação C, D e E integrantes do Plano de Carreira dos Cargos Técnico-Administrativos em Educação, de que trata a Lei no 11.091, de 12 de janeiro de 2005, nos Institutos Federais de Educação, Ciência e Tecnologia vinculados ao Ministério da Educação, e altera o Decreto no 7.232, de 19 de julho de 2010.  Art. 4o  O Ministério da Educação publicará, em janeiro e julho de cada ano, versão atualizada do Anexo, contemplando  as redistribuições de cargos que tiverem sido realizadas no período imediatamente anterior, demonstrando, para cada entidade, o total de cargos dos níveis de classificação C, D e E.   Portanto, segue o link que atualiza e disponibiliza o quadro de acordo com os preceitos regidos no referido Decreto. http://portal.ifsuldeminas.edu.br/dgp/relacao-de-cargos  Para eventuais dúvidas, nos colocamos à disposição.  Atenciosamente, ",1,1,False,False,ordinal_thresholds_v1,-0.5000691413879395,0.8183680772781372
80,3,0,2,c1,c5,0.2271263,0.29617223,0.47670147,False," Prezado Senhor,   Informamos que os programas especiais de formação pedagógica de docentes para as disciplinas do currículo do ensino fundamental, do ensino médio e da educação profissional em nível médio, também denominados Complementação Pedagógica, foram regulamentados pela Resolução CNE nº 2, de 1997, que foi revogada pela Resolução nº 2, de 2015, que define as Diretrizes Curriculares Nacionais para a formação inicial em nível superior de docentes para a Educação Básica (cursos de licenciatura, cursos de formação pedagógica para graduados e cursos de segunda licenciatura) e para a formação continuada. Dessa forma, esses programas foram substituídos pelos cursos de formação pedagógica para graduados ou pelos cursos de segunda licenciatura e devem ser ministrados por instituições que ofertem curso de licenciatura reconhecido e com avaliação satisfatória realizada pelo Ministério da Educação e seus órgãos na habilitação pretendida, sendo dispensada a emissão de novos atos autorizativos. Para se saber quais são as instituições que ofertam regulamente cursos de licenciatura na modalidade de formação pedagógica para graduados, deve-se, primeiramente, realizar consulta no Cadastro e-MEC (ver roteiro de pesquisa anexo) para identificar as instituições que estão autorizadas a ofertar o curso de licenciatura de interesse do candidato, que atenda as condições informadas no parágrafo anterior. Posteriormente, o candidato deve consultar diretamente a instituição que melhor atenda aos seus  interesses sobre a disponibilidade de oferta do curso na modalidade desejada, ou seja, formação pedagógica para graduados. (Ver: Resolução CNE nº 2, de 1997, disponível no endereço http://portal.mec.gov.br/cne/arquivos/pdf/rcp002_97.pdf e Resolução nº 2, de 2015, disponível no endereço http://portal.mec.gov.br/index.php?option=com_docman&view=download&alias=17719-res-cne-cp-002-03072015&Itemid=30192)   Atenciosamente,   Assessoria da Secretaria de Regulação e Supervisão da Educação Superior do Ministério da Educação ",1,1,False,False,ordinal_thresholds_v1,-0.5000691413879395,0.8183680772781372
81,3,0,0,c1,c1,0.59278446,0.25188097,0.15533456,True," Prezado Senhor, bom dia.  Informamos inicialmente que a Lei de Acesso a Informação tem como proposito a disponibilização de informações públicas. Não sendo amparada consultas, reclamações, interpretações etc.  Quanto a presente solicitação, essa não é de competência do INSS, uma vez que o acervo de legislação, bem como a técnica legislativa utilizada para publicização dessas são de competência da Casa Civil.  Contudo, orientamos a leitura do texto compilado da referida norma. Caso permaneça dúvidas, deve-se registrar nova solicitação junto à Casa Civil.  Atenciosamente SIC INSS ",1,1,False,False,ordinal_thresholds_v1,-0.5000691413879395,0.8183680772781372
82,3,1,2,c234,c5,0.23917156,0.3010247,0.45980373,False," Prezada cidadã, boa noite!  Em atenção ao pedido de informação protocolado por V.Sa., informamos que a resposta encaminhada pela Coordenação Geral de Promoção do Registro Civil de Nascimento desta Secretaria Especial de Direitos Humanos, encontra-se em anexo.  Lembramos ainda que, conforme artigo 21 do Decreto 7.724/12, caso Vossa Senhoria não concorde com a resposta, poderá apresentar recurso, no prazo de 10 dias a contar da data de resposta.  Atenciosamente, SIC/SDH ",1,1,False,False,ordinal_thresholds_v1,-0.5000691413879395,0.8183680772781372
83,3,1,2,c234,c5,0.33057922,0.31799844,0.35142234,False," Prezado , em atenção a seu pedido formulado com base na Lei nº 12.527/2011, regulamentada pelo Decreto nº 7.724/2012, a Secretaria Nacional de Habitação informa que, inicialmente, cabe esclarecer que dentre as atribuições do Ministério das Cidades está a de estabelecer as regras gerais e condições para implantação dos empreendimentos, definir os parâmetros de priorização de projetos, entre outras.  Às Instituições Financeiras Oficiais compete analisarem a viabilidade técnica e jurídica das propostas qualificadas e dos projetos decorrentes apresentados pelas Empresas do Setor da Construção Civil interessadas em participarem do Programa Minha Casa, Minha Vida, bem como acompanharem a execução das respectivas obras e serviços até a sua conclusão.  Desse modo, recomendamos que verifique diretamente com as Instituições Financeiras os projetos habitacionais.   Por fim, segue anexo relatório de Produção Habitacional do Programa Minha Casa, Minha Vida no estado do Amazonas.   Comunicamos a Vossa Senhoria que , caso necessário, poderá ser apresentado no prazo de dez dias, recurso para a autoridade hierarquicamente superior a quem adotou a atual decisão.  De acordo com o disposto na Seção II do Capítulo III da Lei nº 12.527/2011 e na Seção IV do Capítulo IV do Decreto nº 7.724/2012. Atenciosamente,  Serviço de Informação ao Cidadão  SIC Ministério das Cidades sic@cidades.gov.br ",1,1,False,False,ordinal_thresholds_v1,-0.5000691413879395,0.8183680772781372
