row_id,clarity,n_tokens
416,c1,714
417,c234,144
418,c234,1592
419,c1,85
420,c5,9
421,c1,638
422,c1,492
423,c1,288
424,c1,67
425,c1,280
426,c1,481
427,c1,411
428,c1,1073
429,c1,141
430,c234,667
431,c5,845
432,c234,460
433,c234,631
434,c5,218
435,c1,49
436,c1,173
437,c1,483
438,c234,44
439,c5,110
440,c1,320
441,c1,312
442,c1,186
443,c234,270
444,c234,1208
445,c5,76
446,c1,168
447,c234,203
448,c234,96
449,c5,1257
450,c5,260
451,c1,595
452,c5,407
453,c234,169
454,c1,410
455,c5,901
456,c5,392
457,c234,412
458,c1,320
459,c234,529
460,c1,863
461,c5,203
462,c234,230
463,c1,419
464,c234,172
465,c5,300
466,c5,74
467,c234,27
468,c1,326
469,c1,53
470,c234,412
471,c5,29
472,c1,401
473,c234,89
474,c5,30
475,c1,331
476,c1,313
477,c234,746
478,c1,287
479,c1,375
480,c234,149
481,c234,45
482,c5,533
483,c5,595
484,c1,225
485,c5,690
486,c1,179
487,c234,416
488,c234,130
489,c5,62
490,c5,40
491,c234,65
492,c234,266
493,c1,236
494,c234,257
495,c234,58
496,c234,22
497,c5,76
498,c234,292
499,c1,804
500,c234,376
501,c1,287
502,c5,174
503,c1,184
504,c1,243
505,c5,599
506,c5,81
507,c234,98
508,c234,88
509,c234,22
510,c5,16
511,c5,158
512,c1,208
513,c5,52
514,c234,261
515,c5,629
516,c234,26
517,c5,181
518,c234,52
519,c1,269
520,c1,77
521,c1,116
522,c1,139
523,c5,59
524,c5,420
525,c5,104
526,c5,60
527,c1,256
528,c1,210
529,c1,636
530,c5,549
531,c5,139
532,c1,184
533,c5,59
534,c1,49
535,c1,425
536,c234,290
537,c5,22
538,c5,92
539,c1,83
540,c5,225
541,c234,193
542,c234,413
543,c234,70
544,c234,224
545,c1,46
546,c1,190
547,c1,76
548,c234,247
549,c1,411
550,c5,256
551,c234,330
552,c1,63
553,c234,61
554,c5,554
555,c234,110
556,c234,152
557,c1,746
558,c5,282
559,c1,192
560,c1,893
561,c234,47
562,c1,497
563,c5,208
564,c1,45
565,c234,124
566,c234,154
567,c234,657
568,c1,301
569,c5,59
570,c5,50
571,c5,158
572,c5,285
573,c1,360
574,c234,831
575,c5,162
576,c234,303
577,c5,56
578,c5,142
579,c1,318
580,c5,212
581,c234,537
582,c1,170
583,c5,42
584,c1,291
585,c234,88
586,c234,471
587,c1,157
588,c1,1118
589,c1,348
590,c5,30
591,c234,123
592,c234,375
593,c234,104
594,c1,417
595,c1,159
596,c1,203
597,c1,595
598,c5,175
599,c1,272
600,c5,18
601,c234,148
602,c5,63
603,c5,387
604,c234,337
605,c234,322
606,c1,168
607,c5,178
608,c1,511
609,c5,185
610,c1,242
611,c5,73
612,c5,91
613,c1,98
614,c234,132
615,c1,355
616,c5,163
617,c234,879
618,c1,126
619,c5,335
620,c5,121
621,c234,106
622,c5,276
623,c234,147
624,c1,33
625,c5,18
626,c5,886
627,c234,986
628,c1,523
629,c234,91
630,c234,226
631,c234,57
632,c1,322
633,c1,324
634,c234,21
635,c5,124
636,c234,323
637,c1,139
638,c1,124
639,c1,256
640,c5,413
641,c1,37
642,c5,699
643,c234,13
644,c5,315
645,c234,409
646,c234,434
647,c5,25
648,c1,179
649,c234,47
650,c5,84
651,c1,377
652,c1,309
653,c234,412
654,c234,178
655,c234,376
656,c5,84
657,c234,638
658,c1,251
659,c234,138
660,c5,120
661,c5,53
662,c1,239
663,c5,30
664,c1,94
665,c5,112
666,c234,228
667,c5,43
668,c1,333
669,c5,59
670,c234,237
671,c234,29
672,c234,204
673,c234,490
674,c1,380
675,c5,167
676,c1,169
677,c1,361
678,c5,91
679,c234,252
680,c1,30
681,c1,273
682,c1,301
683,c5,8
684,c234,1137
685,c5,666
686,c5,21
687,c234,111
688,c1,175
689,c234,384
690,c5,187
691,c234,178
692,c5,273
693,c234,353
694,c5,45
695,c234,176
696,c234,211
697,c234,195
698,c5,53
699,c5,54
700,c234,145
701,c5,199
702,c234,421
703,c234,180
704,c1,196
705,c1,132
706,c234,124
707,c1,217
708,c5,364
709,c1,338
710,c1,281
711,c5,234
712,c1,389
713,c234,252
714,c5,129
715,c234,34
716,c234,59
717,c5,66
718,c5,110
719,c5,469
720,c1,1106
721,c5,217
722,c234,121
723,c234,468
724,c5,1513
725,c234,200
726,c5,1633
727,c1,32
728,c1,126
729,c1,56
730,c5,95
731,c5,189
732,c1,339
733,c1,411
734,c234,83
735,c234,88
736,c5,271
737,c234,65
738,c5,289
739,c1,297
740,c234,137
741,c5,44
742,c1,95
743,c234,208
744,c5,236
745,c1,324
746,c5,266
747,c1,250
748,c1,32
749,c234,18
750,c5,133
751,c5,190
752,c234,401
753,c1,98
754,c5,449
755,c1,153
756,c234,59
757,c234,140
758,c5,27
759,c1,253
760,c234,282
761,c1,856
762,c1,91
763,c1,81
764,c234,215
765,c1,402
766,c234,54
767,c5,1053
768,c1,334
769,c5,80
770,c234,292
771,c5,33
772,c5,145
773,c5,88
774,c1,54
775,c234,208
776,c1,379
777,c5,140
778,c5,181
779,c234,272
780,c5,662
781,c1,317
782,c234,290
783,c5,293
784,c234,602
785,c1,566
786,c234,389
787,c1,90
788,c234,178
789,c234,47
790,c234,259
791,c234,143
792,c234,213
793,c1,51
794,c1,894
795,c5,34
796,c5,168
797,c5,233
798,c1,477
799,c234,188
800,c234,173
801,c234,210
802,c5,113
803,c234,150
804,c5,130
805,c1,211
806,c1,64
807,c5,354
808,c234,195
809,c5,215
810,c5,201
811,c1,441
812,c1,107
813,c5,61
814,c5,322
815,c1,177
816,c5,177
817,c5,43
818,c5,396
819,c5,389
820,c5,57
821,c234,400
822,c1,979
823,c5,48
824,c1,214
825,c234,113
826,c5,81
827,c5,349
828,c234,257
829,c1,164
830,c5,362
831,c234,32
832,c1,104
833,c234,173
834,c234,286
835,c5,271
836,c234,325
837,c234,81
838,c5,637
839,c5,25
840,c5,48
841,c234,482
842,c5,198
843,c5,49
844,c5,36
845,c1,429
846,c234,1847
847,c1,103
848,c234,183
849,c5,43
850,c1,401
851,c5,359
852,c1,161
853,c5,313
854,c234,287
855,c234,437
856,c1,118
857,c234,146
858,c1,98
859,c5,176
860,c1,1086
861,c1,339
862,c234,559
863,c1,107
864,c1,309
865,c5,105
866,c5,32
867,c5,162
868,c1,138
869,c1,91
870,c1,89
871,c5,308
872,c234,126
873,c5,251
874,c234,393
875,c1,377
876,c5,80
877,c5,164
878,c5,192
879,c234,27
880,c1,106
881,c234,647
882,c1,143
883,c5,110
884,c234,304
885,c5,154
886,c5,318
887,c234,117
888,c1,268
889,c5,124
890,c1,90
891,c5,213
892,c234,157
893,c234,243
894,c1,126
895,c5,39
896,c1,241
897,c1,365
898,c234,48
899,c5,403
900,c5,253
901,c234,525
902,c1,88
903,c5,48
904,c1,470
905,c1,100
906,c5,53
907,c234,449
908,c5,33
909,c5,169
910,c5,168
911,c5,253
912,c5,153
913,c1,80
914,c5,123
915,c1,343
916,c234,421
917,c5,90
918,c1,162
919,c1,61
920,c234,138
921,c234,77
922,c234,54
923,c234,331
924,c234,160
925,c1,499
926,c5,265
927,c5,106
928,c234,369
929,c1,63
930,c1,282
931,c1,21
932,c234,318
933,c234,195
934,c234,174
935,c5,96
936,c5,25
937,c234,150
938,c234,162
939,c1,356
940,c1,289
941,c1,532
942,c1,76
943,c5,120
944,c1,15
945,c5,237
946,c1,9
947,c5,58
948,c234,130
949,c234,249
950,c234,544
951,c234,106
952,c234,634
953,c1,257
954,c1,102
955,c234,136
956,c5,59
957,c1,51
958,c1,132
959,c1,191
960,c5,477
961,c234,336
962,c5,43
963,c234,71
964,c1,180
965,c234,363
966,c1,630
967,c1,208
968,c5,246
969,c5,372
970,c1,617
971,c5,330
972,c1,232
973,c1,158
974,c5,123
975,c1,104
976,c1,99
977,c5,11
978,c234,329
979,c5,144
980,c5,35
981,c5,44
982,c1,81
983,c234,25
984,c1,276
985,c1,279
986,c234,363
987,c1,77
988,c234,55
989,c234,542
990,c234,284
991,c1,182
992,c234,168
993,c234,401
994,c5,665
995,c1,67
996,c234,319
997,c234,138
998,c234,282
999,c5,51
1000,c234,487
1001,c234,848
1002,c1,280
1003,c234,418
1004,c1,130
1005,c234,238
1006,c1,531
1007,c5,292
1008,c1,287
1009,c234,202
1010,c5,132
1011,c234,557
1012,c234,585
1013,c1,94
1014,c5,20
1015,c234,24
1016,c1,109
1017,c5,554
1018,c234,256
1019,c1,70
1020,c1,15
1021,c1,82
1022,c234,68
1023,c234,391
1024,c234,508
1025,c5,242
1026,c5,54
1027,c1,132
1028,c1,280
1029,c1,549
1030,c5,197
1031,c5,226
1032,c1,412
1033,c1,30
1034,c1,179
1035,c234,137
1036,c5,101
1037,c234,670
1038,c1,111
1039,c5,187
1040,c5,10
1041,c5,381
1042,c1,405
1043,c234,1537
1044,c1,43
1045,c1,173
1046,c234,239
1047,c234,129
1048,c5,524
1049,c1,271
1050,c1,52
1051,c5,1360
1052,c234,81
1053,c1,26
1054,c5,407
1055,c234,241
1056,c1,657
1057,c234,163
1058,c234,240
1059,c5,490
1060,c234,107
1061,c5,375
1062,c5,141
1063,c234,211
1064,c1,158
1065,c5,66
1066,c234,242
1067,c234,156
1068,c5,135
1069,c234,567
1070,c1,52
1071,c5,389
1072,c1,40
1073,c1,87
1074,c1,77
1075,c234,210
1076,c1,145
1077,c5,283
1078,c1,111
1079,c5,229
1080,c5,371
1081,c234,694
1082,c1,343
1083,c1,32
1084,c1,204
1085,c234,292
1086,c1,282
1087,c234,95
1088,c234,325
1089,c1,271
1090,c1,241
1091,c5,218
1092,c234,128
1093,c5,146
1094,c1,81
1095,c1,151
1096,c5,89
1097,c5,354
1098,c234,62
1099,c234,244
1100,c234,488
1101,c5,77
1102,c234,109
1103,c1,281
1104,c5,268
1105,c5,28
1106,c234,243
1107,c234,87
1108,c234,8
1109,c234,83
1110,c1,164
1111,c234,507
1112,c5,126
1113,c234,237
1114,c1,200
1115,c1,60
1116,c234,282
1117,c5,135
1118,c1,402
1119,c1,640
1120,c234,81
1121,c234,130
1122,c234,113
1123,c234,81
1124,c234,718
1125,c1,114
1126,c5,138
1127,c5,187
1128,c234,201
1129,c234,680
1130,c1,43
1131,c1,283
1132,c1,462
1133,c234,240
1134,c5,55
1135,c234,23
1136,c1,238
1137,c234,186
1138,c234,257
1139,c5,84
1140,c5,164
1141,c1,35
1142,c5,651
1143,c1,198
1144,c5,81
1145,c234,512
1146,c1,811
1147,c234,259
1148,c1,168
1149,c1,908
1150,c1,278
1151,c234,653
1152,c5,289
1153,c5,33
1154,c1,459
1155,c5,81
1156,c234,324
1157,c234,125
1158,c234,240
1159,c234,64
1160,c5,93
1161,c234,497
1162,c5,281
1163,c234,306
1164,c5,648
1165,c234,215
1166,c5,76
1167,c1,179
1168,c234,80
1169,c5,664
1170,c5,507
1171,c5,545
1172,c5,124
1173,c234,654
1174,c1,122
1175,c5,47
1176,c234,316
1177,c1,609
1178,c5,101
1179,c5,196
1180,c5,62
1181,c234,41
1182,c234,532
1183,c5,176
1184,c234,433
1185,c234,422
1186,c5,243
1187,c1,90
1188,c234,106
1189,c1,86
1190,c234,215
1191,c5,8
1192,c1,616
1193,c1,341
1194,c234,151
1195,c234,455
1196,c5,109
1197,c5,59
1198,c1,125
1199,c5,78
1200,c5,171
1201,c234,93
1202,c234,261
1203,c234,33
1204,c234,421
1205,c1,370
1206,c234,42
1207,c5,413
1208,c5,331
1209,c5,41
1210,c5,82
1211,c5,68
1212,c1,530
1213,c234,209
1214,c5,96
1215,c1,428
1216,c234,50
1217,c1,219
1218,c5,124
1219,c234,739
1220,c5,238
1221,c1,92
1222,c1,97
1223,c234,852
1224,c234,58
1225,c1,250
1226,c5,290
1227,c5,43
1228,c234,126
1229,c234,72
1230,c5,168
1231,c5,50
1232,c5,99
1233,c1,99
1234,c5,83
1235,c5,73
1236,c5,452
1237,c234,121
1238,c1,350
1239,c5,261
1240,c1,1194
1241,c5,107
1242,c5,335
1243,c234,572
1244,c5,1493
1245,c5,140
1246,c5,247
1247,c5,248
1248,c1,642
1249,c1,139
1250,c234,713
1251,c5,97
1252,c234,177
1253,c234,138
1254,c5,329
1255,c234,250
1256,c234,81
1257,c1,81
1258,c234,12
1259,c234,275
1260,c234,232
1261,c5,372
1262,c5,374
1263,c5,232
1264,c1,104
1265,c234,287
1266,c234,20
1267,c5,69
1268,c5,167
1269,c5,67
1270,c234,548
1271,c5,111
1272,c5,130
1273,c1,41
1274,c5,60
1275,c234,108
1276,c1,164
1277,c234,16
1278,c5,51
1279,c234,92
1280,c1,74
1281,c1,197
1282,c5,116
1283,c234,565
1284,c1,300
1285,c5,253
1286,c234,615
1287,c1,222
1288,c1,330
1289,c234,22
1290,c234,143
1291,c5,245
1292,c1,112
1293,c234,438
1294,c234,689
1295,c5,507
1296,c1,38
1297,c234,84
1298,c5,185
1299,c1,112
1300,c234,33
1301,c5,604
1302,c5,37
1303,c234,61
1304,c1,461
1305,c1,286
1306,c234,537
1307,c1,89
1308,c234,349
1309,c234,48
1310,c1,337
1311,c1,103
1312,c5,24
1313,c234,117
1314,c5,256
1315,c234,79
1316,c1,97
1317,c1,158
1318,c1,226
1319,c1,161
1320,c234,224
1321,c5,442
1322,c5,79
1323,c5,76
1324,c234,171
1325,c1,26
1326,c234,125
1327,c1,113
1328,c5,131
1329,c5,25
1330,c5,808
1331,c1,489
1332,c234,319
1333,c5,125
1334,c5,28
1335,c1,35
1336,c1,50
1337,c5,112
1338,c234,136
1339,c1,112
1340,c5,45
1341,c1,349
1342,c234,337
1343,c234,188
1344,c234,48
1345,c5,212
1346,c5,53
1347,c234,216
1348,c5,565
1349,c5,129
1350,c5,202
1351,c1,721
1352,c5,114
1353,c234,159
1354,c5,346
1355,c234,42
1356,c234,25
1357,c234,760
1358,c1,168
1359,c5,47
1360,c5,32
1361,c5,168
1362,c1,166
1363,c1,105
1364,c1,55
1365,c1,188
1366,c5,42
1367,c234,125
1368,c1,274
1369,c1,74
1370,c1,174
1371,c5,264
1372,c5,231
1373,c5,599
1374,c234,640
1375,c1,450
1376,c1,90
1377,c234,26
1378,c5,192
1379,c1,55
1380,c1,367
1381,c234,657
1382,c1,684
1383,c234,50
1384,c1,307
1385,c234,435
1386,c5,100
1387,c5,389
1388,c234,686
1389,c234,137
1390,c1,512
1391,c1,67
1392,c234,371
1393,c234,548
1394,c234,374
1395,c1,124
1396,c1,38
1397,c234,290
1398,c234,24
1399,c5,120
1400,c5,84
1401,c234,1084
1402,c5,28
1403,c5,563
1404,c5,125
1405,c1,315
1406,c1,158
1407,c1,37
1408,c5,38
1409,c5,228
1410,c234,328
1411,c234,184
1412,c5,55
1413,c5,38
1414,c5,69
1415,c1,55
1416,c5,64
1417,c5,264
1418,c234,63
1419,c1,676
1420,c5,198
1421,c5,404
1422,c1,390
1423,c234,226
1424,c5,133
1425,c234,44
1426,c5,81
1427,c5,641
1428,c1,471
1429,c234,332
1430,c5,82
1431,c5,146
1432,c234,461
1433,c5,88
1434,c1,365
1435,c5,487
1436,c234,80
1437,c1,278
1438,c1,346
1439,c234,114
1440,c5,129
1441,c5,497
1442,c5,196
1443,c5,316
1444,c234,233
1445,c5,186
1446,c5,56
1447,c5,687
1448,c5,188
1449,c5,143
1450,c1,130
1451,c1,156
1452,c5,231
1453,c234,52
1454,c1,238
1455,c234,426
1456,c1,207
1457,c234,108
1458,c234,147
1459,c234,118
1460,c234,310
1461,c234,251
1462,c5,292
1463,c234,149
1464,c1,106
1465,c234,110
1466,c1,146
1467,c5,134
1468,c1,47
1469,c5,196
1470,c1,243
1471,c1,468
1472,c5,593
1473,c5,751
1474,c234,246
1475,c1,222
1476,c1,33
1477,c234,242
1478,c234,280
1479,c1,212
1480,c1,666
1481,c234,108
1482,c1,35
1483,c1,65
1484,c1,464
1485,c234,285
1486,c5,104
1487,c5,109
1488,c234,192
1489,c5,96
1490,c1,7
1491,c1,707
1492,c234,723
1493,c5,152
1494,c5,66
1495,c1,133
1496,c234,827
1497,c5,156
1498,c5,207
1499,c234,435
1500,c234,250
1501,c5,74
1502,c234,80
1503,c234,99
1504,c234,218
1505,c1,507
1506,c5,73
1507,c1,202
1508,c5,184
1509,c5,275
1510,c5,597
1511,c234,246
1512,c1,77
1513,c1,55
1514,c5,23
1515,c1,256
1516,c5,957
1517,c5,969
1518,c1,445
1519,c5,624
1520,c5,157
1521,c5,405
1522,c234,365
1523,c5,83
1524,c5,27
1525,c5,215
1526,c234,833
1527,c1,157
1528,c1,294
1529,c5,116
1530,c5,24
1531,c234,611
1532,c234,81
1533,c5,144
1534,c1,80
1535,c1,675
1536,c5,144
1537,c1,49
1538,c1,240
1539,c1,400
1540,c1,1173
1541,c1,210
1542,c5,157
1543,c1,705
1544,c5,116
1545,c1,153
1546,c5,139
1547,c5,26
1548,c1,81
1549,c5,51
1550,c234,255
1551,c234,66
1552,c1,1468
1553,c1,182
1554,c234,321
1555,c5,212
1556,c1,249
1557,c5,305
1558,c234,67
1559,c5,118
1560,c234,151
1561,c5,114
1562,c5,169
1563,c1,132
1564,c5,152
1565,c5,77
1566,c5,147
1567,c1,316
1568,c234,136
1569,c5,103
1570,c5,113
1571,c5,2412
1572,c5,29
1573,c5,246
1574,c5,18
1575,c5,87
1576,c234,258
1577,c5,126
1578,c1,317
1579,c1,110
1580,c5,170
1581,c5,23
1582,c5,118
1583,c1,44
1584,c234,60
1585,c234,154
1586,c5,219
1587,c234,73
1588,c5,281
1589,c1,279
1590,c234,338
1591,c5,233
1592,c234,109
1593,c234,26
1594,c234,18
1595,c234,298
1596,c234,343
1597,c234,9
1598,c5,318
1599,c5,82
1600,c5,118
1601,c5,138
1602,c234,77
1603,c234,308
1604,c1,257
1605,c5,53
1606,c1,119
1607,c234,127
1608,c1,258
1609,c5,217
1610,c1,100
1611,c5,48
1612,c1,215
1613,c1,813
1614,c234,33
1615,c1,251
1616,c234,114
1617,c1,323
1618,c234,871
1619,c5,70
1620,c234,73
1621,c234,286
1622,c5,49
1623,c1,225
1624,c1,47
1625,c5,127
1626,c5,127
1627,c5,1046
1628,c5,69
1629,c234,60
1630,c5,133
1631,c1,289
1632,c234,309
1633,c5,44
1634,c5,424
1635,c234,108
1636,c5,139
1637,c5,264
1638,c5,626
1639,c1,121
1640,c234,183
1641,c5,65
1642,c234,218
1643,c234,603
1644,c1,139
1645,c5,348
1646,c5,504
1647,c5,151
1648,c1,96
1649,c1,224
1650,c5,71
1651,c1,347
1652,c234,27
1653,c234,236
1654,c5,224
1655,c5,152
1656,c5,49
1657,c234,15
1658,c234,35
1659,c1,392
1660,c1,232
1661,c234,193
1662,c5,399
1663,c234,64
1664,c5,81
1665,c234,139
1666,c5,144
1667,c1,351
1668,c234,66
1669,c234,1061
1670,c1,149
1671,c1,20
1672,c5,168
1673,c234,192
1674,c1,107
1675,c5,42
1676,c1,309
1677,c234,32
1678,c234,18
1679,c234,521
1680,c5,511
1681,c234,680
1682,c5,115
1683,c234,811
1684,c1,75
1685,c1,129
1686,c1,501
1687,c234,240
1688,c1,326
1689,c1,184
1690,c5,313
1691,c1,719
1692,c5,56
1693,c234,153
1694,c1,285
1695,c234,116
1696,c5,302
1697,c5,183
1698,c234,245
1699,c234,114
1700,c1,815
1701,c5,114
1702,c234,70
1703,c234,97
1704,c5,16
1705,c1,146
1706,c234,89
1707,c5,236
1708,c1,321
1709,c1,223
1710,c234,115
1711,c5,125
1712,c234,109
1713,c234,314
1714,c5,240
1715,c1,252
1716,c5,90
1717,c5,64
1718,c234,84
1719,c5,208
1720,c1,32
1721,c234,304
1722,c1,93
1723,c234,84
1724,c5,340
1725,c234,172
1726,c234,1217
1727,c234,481
1728,c234,94
1729,c5,158
1730,c234,344
1731,c234,57
1732,c5,324
1733,c234,356
1734,c1,245
1735,c1,796
1736,c1,210
1737,c1,559
1738,c234,171
1739,c5,100
1740,c1,30
1741,c234,188
1742,c5,330
1743,c234,201
1744,c234,407
1745,c234,312
1746,c234,154
1747,c234,556
1748,c234,79
1749,c5,44
1750,c5,139
1751,c234,53
1752,c5,42
1753,c1,98
1754,c5,162
1755,c234,443
1756,c234,70
1757,c1,294
1758,c1,728
1759,c234,565
1760,c234,85
1761,c234,237
1762,c1,471
1763,c234,49
1764,c5,126
1765,c5,185
1766,c5,84
1767,c1,133
1768,c1,160
1769,c5,56
1770,c234,825
1771,c5,75
1772,c5,303
1773,c5,57
1774,c234,544
1775,c234,217
1776,c5,56
1777,c234,130
1778,c5,37
1779,c5,268
1780,c1,265
1781,c234,259
1782,c5,554
1783,c1,214
1784,c5,138
1785,c5,58
1786,c1,160
1787,c1,208
1788,c5,25
1789,c5,1806
1790,c234,1047
1791,c5,23
1792,c234,156
1793,c1,53
1794,c1,249
1795,c1,183
1796,c5,281
1797,c234,10
1798,c1,391
1799,c5,208
1800,c5,234
1801,c234,73
1802,c5,41
1803,c5,108
1804,c234,583
1805,c1,123
1806,c5,565
1807,c5,49
1808,c5,116
1809,c5,243
1810,c5,422
1811,c5,256
1812,c1,279
1813,c234,142
1814,c5,181
1815,c5,107
1816,c234,418
1817,c5,82
1818,c234,293
1819,c5,260
1820,c5,123
1821,c1,73
1822,c5,117
1823,c5,86
1824,c1,324
1825,c5,396
1826,c234,254
1827,c234,119
1828,c1,659
1829,c1,667
1830,c234,317
1831,c5,98
1832,c1,226
1833,c234,60
1834,c234,240
1835,c1,244
1836,c234,321
1837,c234,314
1838,c234,380
1839,c234,53
1840,c1,396
1841,c5,168
1842,c234,161
1843,c234,211
1844,c1,42
1845,c1,288
1846,c5,678
1847,c1,42
1848,c234,239
1849,c234,698
1850,c1,64
1851,c234,130
1852,c1,170
1853,c234,77
1854,c1,29
1855,c234,401
1856,c234,123
1857,c234,360
1858,c1,79
1859,c1,688
1860,c234,406
1861,c234,87
1862,c1,414
1863,c234,816
1864,c5,257
1865,c1,491
1866,c234,417
